level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	62	1	1	0	3111	252	78	18	-1	
5	1	62	1	1	1	3111	252	13	18	11.071213	>
5	1	62	1	1	2	3147	254	42	16	29.937523	畫
2	1	63	0	0	0	481	261	37	21	-1	
3	1	63	1	0	0	481	261	37	21	-1	
4	1	63	1	1	0	481	261	37	21	-1	
5	1	63	1	1	1	481	261	37	21	0.000000	</
2	1	64	0	0	0	489	276	21	14	-1	
3	1	64	1	0	0	489	276	21	14	-1	
4	1	64	1	1	0	489	276	21	14	-1	
5	1	64	1	1	1	489	276	21	14	34.391891	4
2	1	65	0	0	0	740	282	34	3	-1	
3	1	65	1	0	0	740	282	34	3	-1	
4	1	65	1	1	0	740	282	34	3	-1	
5	1	65	1	1	1	740	282	10	3	13.954315	|
5	1	65	1	1	2	767	282	7	3	52.416428	上
2	1	66	0	0	0	2190	272	18	10	-1	
3	1	66	1	0	0	2190	272	18	10	-1	
4	1	66	1	1	0	2190	272	18	10	-1	
5	1	66	1	1	1	2190	272	18	10	0.000000	玫
2	1	67	0	0	0	2391	285	51	14	-1	
3	1	67	1	0	0	2391	285	51	14	-1	
4	1	67	1	1	0	2391	285	51	14	-1	
5	1	67	1	1	1	2391	288	5	6	84.450882	了
5	1	67	1	1	2	2398	288	10	11	56.043007	2
5	1	67	1	1	3	2413	289	8	7	0.000000	久
5	1	67	1	1	4	2426	285	16	11	50.708954	2
2	1	68	0	0	0	3039	290	63	11	-1	
3	1	68	1	0	0	3039	290	63	11	-1	
4	1	68	1	1	0	3039	290	63	11	-1	
5	1	68	1	1	1	3039	290	63	11	32.053963	ii
2	1	69	0	0	0	491	317	16	8	-1	
3	1	69	1	0	0	491	317	16	8	-1	
4	1	69	1	1	0	491	317	16	8	-1	
5	1	69	1	1	1	491	317	16	8	19.999397	也
2	1	70	0	0	0	1779	294	14	11	-1	
3	1	70	1	0	0	1779	294	14	11	-1	
4	1	70	1	1	0	1779	294	14	11	-1	
5	1	70	1	1	1	1779	294	14	11	17.660606	紀
5	1	70	1	1	2	1789	286	7	28	15.581192	2
2	1	71	0	0	0	2622	297	35	21	-1	
3	1	71	1	0	0	2622	297	35	21	-1	
4	1	71	1	1	0	2622	297	35	21	-1	
5	1	71	1	1	1	2622	297	6	6	19.689056	多
5	1	71	1	1	2	2628	297	29	21	0.000000	放
2	1	72	0	0	0	3131	292	109	20	-1	
3	1	72	1	0	0	3131	292	109	20	-1	
4	1	72	1	1	0	3131	292	109	20	-1	
5	1	72	1	1	1	3131	292	109	20	0.000000	71
2	1	73	0	0	0	1398	335	24	6	-1	
3	1	73	1	0	0	1398	335	24	6	-1	
4	1	73	1	1	0	1398	335	24	6	-1	
