level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	39	1	1	3	384	741	36	43	35.011429	el
5	1	39	1	1	4	430	746	18	27	28.611473	fe
2	1	40	0	0	0	261	827	38	21	-1	
3	1	40	1	0	0	261	827	38	21	-1	
4	1	40	1	1	0	261	827	38	21	-1	
5	1	40	1	1	1	261	827	38	21	19.207443	iS
2	1	41	0	0	0	719	815	58	58	-1	
3	1	41	1	0	0	719	815	58	58	-1	
4	1	41	1	1	0	719	815	58	58	-1	
5	1	41	1	1	1	719	815	58	58	39.544037	ay
2	1	42	0	0	0	555	769	25	107	-1	
3	1	42	1	0	0	555	769	28	107	-1	
4	1	42	1	1	0	555	769	25	107	-1	
5	1	42	1	1	1	555	769	25	107	70.997925	i
2	1	43	0	0	0	927	888	21	10	-1	
3	1	43	1	0	0	927	888	21	10	-1	
4	1	43	1	1	0	927	888	21	10	-1	
5	1	43	1	1	1	927	888	21	10	35.319580	fis.
2	1	44	0	0	0	561	877	49	37	-1	
3	1	44	1	0	0	561	877	49	37	-1	
4	1	44	1	1	0	561	877	49	37	-1	
5	1	44	1	1	1	561	877	49	37	39.401840	ne
2	1	45	0	0	0	1041	917	34	18	-1	
3	1	45	1	0	0	1041	917	34	18	-1	
4	1	45	1	1	0	1041	917	34	18	-1	
5	1	45	1	1	1	1041	917	34	18	42.523960	iF
2	1	46	0	0	0	177	948	25	21	-1	
3	1	46	1	0	0	177	948	25	21	-1	
4	1	46	1	1	0	177	948	25	21	-1	
5	1	46	1	1	1	177	948	25	21	68.673439	Bx
2	1	47	0	0	0	785	924	53	40	-1	
3	1	47	1	0	0	785	924	53	40	-1	
4	1	47	1	1	0	785	924	53	40	-1	
5	1	47	1	1	1	785	924	53	40	56.123245	ey,
2	1	48	0	0	0	740	1002	41	31	-1	
3	1	48	1	0	0	740	1002	41	31	-1	
4	1	48	1	1	0	740	1002	41	31	-1	
5	1	48	1	1	1	740	1002	41	31	31.627716	aa,
2	1	49	0	0	0	828	1000	29	18	-1	
3	1	49	1	0	0	828	1000	29	18	-1	
4	1	49	1	1	0	828	1000	29	18	-1	
5	1	49	1	1	1	828	1000	29	18	57.382812	Lf)
2	1	50	0	0	0	460	1038	17	13	-1	
3	1	50	1	0	0	460	1038	17	13	-1	
4	1	50	1	1	0	460	1038	17	13	-1	
5	1	50	1	1	1	460	1038	17	13	48.068710	oS
2	1	51	0	0	0	445	1057	32	23	-1	
3	1	51	1	0	0	445	1057	32	23	-1	
4	1	51	1	1	0	445	1057	32	23	-1	
5	1	51	1	1	1	445	1057	32	23	17.236176	[ES
2	1	52	0	0	0	534	1082	37	50	-1	
3	1	52	1	0	0	534	1082	37	50	-1	
4	1	52	1	1	0	534	1082	37	50	-1	
5	1	52	1	1	1	534	1082	37	50	25.930748	el
2	1	53	0	0	0	675	1118	52	29	-1	
3	1	53	1	0	0	675	1118	52	29	-1	
4	1	53	1	1	0	675	1118	52	29	-1	
5	1	53	1	1	1	675	1118	52	29	24.144295	ey,
2	1	54	0	0	0	61	1178	50	12	-1	
3	1	54	1	0	0	61	1178	50	12	-1	
4	1	54	1	1	0	61	1178	50	12	-1	
5	1	54	1	1	1	61	1178	50	12	43.020420	LRA
2	1	55	0	0	0	244	1133	61	62	-1	
3	1	55	1	0	0	244	1133	61	62	-1	
4	1	55	1	1	0	244	1133	61	62	-1	
5	1	55	1	1	1	244	1133	61	62	60.120281	到
2	1	56	0	0	0	472	1155	71	62	-1	
3	1	56	1	0	0	472	1155	71	62	-1	
4	1	56	1	1	0	472	1155	71	62	-1	
5	1	56	1	1	1	472	1155	71	62	43.828194	人
2	1	57	0	0	0	686	1211	35	33	-1	
3	1	57	1	0	0	686	1211	35	33	-1	
4	1	57	1	1	0	686	1211	35	33	-1	
5	1	57	1	1	1	686	1211	35	33	52.942528	by
2	1	58	0	0	0	325	1224	57	55	-1	
3	1	58	1	0	0	325	1224	57	55	-1	
4	1	58	1	1	0	325	1224	57	55	-1	
5	1	58	1	1	1	325	1224	57	55	27.675362	LG
2	1	59	0	0	0	0	1328	19	10	-1	
3	1	59	1	0	0	0	1328	19	10	-1	
4	1	59	1	1	0	0	1328	19	10	-1	
5	1	59	1	1	1	0	1328	19	10	57.742992	va
2	1	60	0	0	0	0	1313	32	12	-1	
3	1	60	1	0	0	0	1313	32	12	-1	
4	1	60	1	1	0	0	1313	32	12	-1	
5	1	60	1	1	1	0	1314	5	11	11.980858	a
5	1	60	1	1	2	10	1313	22	12	17.249924	i:
2	1	61	0	0	0	351	1289	126	34	-1	
3	1	61	1	0	0	351	1289	126	34	-1	
4	1	61	1	1	0	351	1289	126	34	-1	
5	1	61	1	1	1	351	1291	25	14	0.000000	HN
5	1	61	1	1	2	403	1290	38	17	0.000000	(OSA
5	1	61	1	1	3	457	1289	20	34	0.000000	|
2	1	62	0	0	0	0	1348	110	31	-1	
3	1	62	1	0	0	0	1348	110	31	-1	
4	1	62	1	1	0	0	1348	110	31	-1	
